cutoff,rmse_kwh,mae_kwh,r2,wia
0.0,8.636858542491,4.411439053811174,0.9244749003699458,0.9800104950354221
0.25,10.319025909121523,5.544510182358709,0.8921904832441121,0.9696722763226104
0.5,12.032745662066697,6.83506804990957,0.8534083721035223,0.9567483916357037
0.75,13.563308034683919,9.413641161584044,0.8137437118594719,0.9378392609232924
