cutoff,rmse_kwh,mae_kwh,r2,wia
0.0,8.187367146499094,4.282084709344404,0.9322362607012815,0.9818005726984467
0.25,8.185465364816528,4.2793384845069316,0.9322677376995647,0.9818126246287479
0.5,8.204217145544225,4.301639364077733,0.931957051553473,0.9817468227672211
0.75,12.08896757530156,5.8293479828073105,0.8522636868969977,0.956417002610242
