cutoff,rmse_kwh,mae_kwh,r2,wia
0.0,8.408039329676209,4.407863232017744,0.9285341933381055,0.9806041254499037
0.25,9.180439701265925,5.791471247630603,0.9148007452412076,0.9757871023554986
0.5,9.20437975374588,5.79403651952861,0.9143558135928709,0.9756277690761784
0.75,10.36784322464366,6.237172758709565,0.8913360034020258,0.9684403037113781
