cutoff,rmse_kwh,mae_kwh,r2,wia
0.0,8.868159331302717,4.8180571797489185,0.9203950966969869,0.9793553844325893
0.25,10.76548025403433,5.441408369133991,0.8826887501401746,0.9669861760634209
0.5,12.412641929690118,6.124999139385985,0.8440442831652313,0.9564417805833507
0.75,11.863550354026914,6.130364075242573,0.8575369623378138,0.9593666723323772
