attr,baseline_rmse,rmse_zero,rmse_noise,delta_zero,delta_noise
Leading_Current_Power_Factor,8.408039329676209,9.960744726281803,8.447051156175606,1.5527053966055941,0.03901182649939727
Day_of_week,8.408039329676209,8.625563480293538,8.416519065284588,0.21752415061732933,0.008479735608379002
