attr,baseline_rmse,rmse_zero,rmse_noise,delta_zero,delta_noise
Usage_kWh,8.789670692940675,30.350982956539085,17.557335088817126,21.56131226359841,8.767664395876452
Day_of_week,8.789670692940675,8.885486797768811,8.804874893566888,0.09581610482813652,0.015204200626213193
