attr,baseline_rmse,rmse_zero,rmse_noise,delta_zero,delta_noise
Usage_kWh,8.785410418756346,28.472010324591096,14.628002561157693,19.68659990583475,5.842592142401347
NSM,8.785410418756346,13.239310747981275,9.599066901850344,4.453900329224929,0.8136564830939985
