cutoff,rmse_kwh,mae_kwh,r2,wia
0.0,8.785410418756346,4.45653162510773,0.921854530789781,0.9795162992010029
0.25,11.698223395063277,6.458520237205222,0.8614458575196127,0.9607064726559672
0.5,14.15772617262387,8.537038191401807,0.7970604419804755,0.9332814316479008
0.75,16.409294832683848,11.531535711381478,0.7273788596600688,0.898441406122586
