attr,baseline_rmse,rmse_zero,rmse_noise,delta_zero,delta_noise
Lagging_Current_Power_Factor,8.187367146499094,11.550165554278458,8.217781582000905,3.362798407779364,0.030414435501811
Lagging_Current_Reactive.Power_kVarh,8.187367146499094,8.532485493705906,8.24882378938572,0.345118347206812,0.061456642886625445
