attr,baseline_rmse,rmse_zero,rmse_noise,delta_zero,delta_noise
Usage_kWh,8.868159331302717,31.399348552251293,17.381492822466,22.531189220948576,8.513333491163284
WeekStatus,8.868159331302717,9.076503836744614,8.91830267044874,0.20834450544189664,0.050143339146023536
