cutoff,rmse_kwh,mae_kwh,r2,wia
0.0,9.041265886565638,4.811498221945603,0.9172569878259784,0.978491373514119
0.25,11.342716099156899,5.902609903023191,0.8697712210100506,0.963524930585719
0.5,11.154522371545589,5.69821681136506,0.8740567772706753,0.9645709044025738
0.75,12.0078659348545,6.089115508237923,0.8540498635371542,0.957401674980817
