cutoff,rmse_kwh,mae_kwh,r2,wia
0.0,9.542301512673388,5.479072363476321,0.8966875340999892,0.9737267225417784
0.25,11.607658847792168,6.976031924179304,0.8471252609797606,0.9573201779603323
0.5,11.971240779762464,6.947207902536645,0.8373984095095208,0.9532677930299531
0.75,13.488563218542517,8.601715091743115,0.7935676098814525,0.9372575313089732
