attr,baseline_rmse,rmse_zero,rmse_noise,delta_zero,delta_noise
Usage_kWh,8.899685148398575,19.658452208546308,11.047698010155523,10.758767060147733,2.148012861756948
Load_Type,8.899685148398575,13.720901168325971,9.257713223794592,4.821216019927396,0.35802807539601744
