attr,baseline_rmse,rmse_zero,rmse_noise,delta_zero,delta_noise
Load_Type,9.999830266993493,16.024383649083624,10.827776504292736,6.024553382090131,0.8279462372992423
Usage_kWh,9.999830266993493,20.652573770559975,11.745463951365172,10.652743503566482,1.745633684371679
