cutoff,rmse_kwh,mae_kwh,r2,wia
0.0,9.629817814824769,5.6531194073046676,0.8946442282929397,0.9719834725215856
0.25,15.370657227395816,8.830960406276285,0.7315848243714852,0.9160968504843449
0.5,16.46872418312311,9.705544761906353,0.6918642394900836,0.8951463636118682
0.75,18.847843453249673,11.311326212440429,0.5964052365134622,0.8458959603639871
