attr,baseline_rmse,rmse_zero,rmse_noise,delta_zero,delta_noise
Usage_kWh,9.629817814824769,21.3126511862335,11.704967883164024,11.68283337140873,2.075150068339255
Load_Type,9.629817814824769,15.69942880182626,9.976792996446246,6.069610987001491,0.34697518162147745
