attr,baseline_rmse,rmse_zero,rmse_noise,delta_zero,delta_noise
Usage_kWh,9.542301512673388,22.406967040344714,11.773568280603701,12.864665527671326,2.231266767930313
WeekStatus,9.542301512673388,10.7730116103124,9.594856229207068,1.2307100976390117,0.05255471653367927
