attr,baseline_rmse,rmse_zero,rmse_noise,delta_zero,delta_noise
Leading_Current_Power_Factor,9.466494038763004,11.878812362314243,9.525937518996043,2.412318323551238,0.059443480233039026
Lagging_Current_Power_Factor,9.466494038763004,11.279988662007353,9.540483483344213,1.813494623244349,0.07398944458120837
