attr,baseline_rmse,rmse_zero,rmse_noise,delta_zero,delta_noise
Usage_kWh,11.009990594770509,21.746018743465818,13.225874284603105,10.73602814869531,2.215883689832596
WeekStatus,11.009990594770509,13.130297927229131,11.068661896286159,2.120307332458623,0.05867130151565014
