attr,baseline_rmse,rmse_zero,rmse_noise,delta_zero,delta_noise
Lagging_Current_Power_Factor,9.051275512277744,9.227634428352799,9.092889949148407,0.1763589160750545,0.04161443687066324
Day_of_week,9.051275512277744,9.232659503515277,9.070177814790199,0.18138399123753324,0.01890230251245484
