cutoff,rmse_kwh,mae_kwh,r2,wia
0.0,9.57143389085318,5.294766027686167,0.8960557510556665,0.9725038660145995
0.25,11.411535353641575,6.535456408816761,0.8522475749681135,0.9610110378212289
0.5,11.429669274014085,6.865051515052321,0.8517776190030609,0.9569931977489595
0.75,13.912945902653247,8.383781255566422,0.7803735456275994,0.9307445143777949
