cutoff,rmse_kwh,mae_kwh,r2,wia
0.0,9.999830266993493,5.432855441918772,0.8863923836233331,0.9706540873849684
0.25,14.595144270561143,7.942015095082547,0.757986843861988,0.9295258079092439
0.5,15.726634918161098,8.930677244550322,0.7190080999169348,0.9119876421539694
0.75,17.53987467726971,10.831999151275427,0.6504774800324691,0.8726570520978232
