cutoff,rmse_kwh,mae_kwh,r2,wia
0.0,11.009990594770509,6.16844989241427,0.8622802940291696,0.9669326491944933
0.25,13.976283047387252,8.028227567363432,0.7780753387489627,0.9323825469178896
0.5,15.133779603180008,8.801852931914695,0.7397941832383044,0.916883676693639
0.75,18.11761117094024,10.641933016401415,0.6270727998659744,0.8708666059819687
