attr,value
Usage_kWh,0.05651537462410624
NSM,0.03152001650449742
Lagging_Current_Reactive.Power_kVarh,0.028079634267803924
Load_Type,0.02289489472905132
Leading_Current_Power_Factor,0.01584166194864409
Lagging_Current_Power_Factor,0.014738065159407654
Leading_Current_Reactive_Power_kVarh,0.01349266454434828
Day_of_week,0.01278571673371354
WeekStatus,0.010222634082684255
CO2(tCO2),0.009649600606484383
