attr,value
Usage_kWh,0.5973948283783916
Load_Type,0.5932792616900945
Leading_Current_Power_Factor,0.5672350329349165
WeekStatus,0.5644151145121974
Day_of_week,0.5403450320256732
Lagging_Current_Power_Factor,0.5388312994620794
hour_cos,0.5354799632893628
hour_sin,0.5217847663285962
Lagging_Current_Reactive.Power_kVarh,0.5201547929483664
