step,mean_abs_attr
0,5.325388e-15
1,4.9084733e-15
2,4.9725027e-15
3,5.264585e-15
4,5.7100253e-15
5,6.325905e-15
6,7.249453e-15
7,8.693524e-15
8,1.02908676e-14
9,1.2078746e-14
10,1.38488015e-14
11,1.5747716e-14
12,1.7401155e-14
13,1.8785503e-14
14,1.9672391e-14
15,1.9854673e-14
16,1.970218e-14
17,2.0042973e-14
18,2.0340343e-14
19,2.2446092e-14
20,2.4410375e-14
21,2.6741711e-14
22,2.9249278e-14
23,3.2503006e-14
24,3.5510433e-14
25,3.776419e-14
26,3.9332354e-14
27,3.9950716e-14
28,4.0631866e-14
29,4.1398166e-14
30,4.2757434e-14
31,4.900592e-14
32,5.6385892e-14
33,6.5690576e-14
34,7.727795e-14
35,8.9014984e-14
36,9.99444e-14
37,1.077294e-13
38,1.1223283e-13
39,1.1145788e-13
40,1.0870421e-13
41,1.0759189e-13
42,1.0939032e-13
43,1.1869061e-13
44,1.2619414e-13
45,1.3594776e-13
46,1.4833668e-13
47,1.6819017e-13
48,1.8909052e-13
49,2.0986156e-13
50,2.296979e-13
51,2.3678013e-13
52,2.4463358e-13
53,2.518535e-13
54,2.6286254e-13
55,2.8222376e-13
56,3.111711e-13
57,3.5527923e-13
58,3.9579277e-13
59,4.599791e-13
60,5.210175e-13
61,5.6333627e-13
62,6.065568e-13
63,6.288645e-13
64,6.427894e-13
65,6.5474405e-13
66,6.957312e-13
67,7.7418703e-13
68,8.4117793e-13
69,9.220902e-13
70,1.0185318e-12
71,1.097759e-12
72,1.1622121e-12
73,1.2356069e-12
74,1.311662e-12
75,1.3352499e-12
76,1.3963967e-12
77,1.480889e-12
78,1.6083361e-12
79,1.7933421e-12
80,2.0321522e-12
81,2.3354062e-12
82,2.617222e-12
83,2.9993148e-12
84,3.3048737e-12
85,3.5344702e-12
86,3.685391e-12
87,3.6646866e-12
88,3.7104837e-12
89,3.832065e-12
90,3.972106e-12
91,4.3111673e-12
92,4.749059e-12
93,5.31685e-12
94,5.9088416e-12
95,6.548409e-12
96,7.12614e-12
97,7.696939e-12
98,8.126051e-12
99,8.134089e-12
100,8.154431e-12
101,8.64623e-12
102,9.6776745e-12
103,1.11924775e-11
104,1.29346785e-11
105,1.5415589e-11
106,1.7882246e-11
107,1.9528667e-11
108,2.050115e-11
109,2.1199148e-11
110,2.189322e-11
111,2.214823e-11
112,2.2631143e-11
113,2.3642999e-11
114,2.5742502e-11
115,2.959519e-11
116,3.422538e-11
117,3.9631607e-11
118,4.4092285e-11
119,4.7815557e-11
120,5.029042e-11
121,5.1654753e-11
122,5.138075e-11
123,5.258487e-11
124,5.4694266e-11
125,5.876023e-11
126,6.804992e-11
127,8.096996e-11
128,9.561637e-11
129,1.1351459e-10
130,1.2736531e-10
131,1.3724183e-10
132,1.4338605e-10
133,1.4672731e-10
134,1.47233e-10
135,1.4993594e-10
136,1.5687013e-10
137,1.6783658e-10
138,1.8256112e-10
139,2.0448303e-10
140,2.2773339e-10
141,2.493156e-10
142,2.6075683e-10
143,2.8066624e-10
144,3.0018557e-10
145,2.9934627e-10
146,2.993864e-10
147,2.9603284e-10
148,3.0050365e-10
149,3.246628e-10
150,3.6226055e-10
151,4.3072693e-10
152,5.250241e-10
153,6.1328154e-10
154,6.734691e-10
155,7.132523e-10
156,7.41578e-10
157,7.6236467e-10
158,7.7264123e-10
159,7.9576096e-10
160,8.4337615e-10
161,9.2563895e-10
162,1.0632515e-09
163,1.2349269e-09
164,1.3766388e-09
165,1.4784969e-09
166,1.5119435e-09
167,1.5966855e-09
168,1.6388135e-09
169,1.630311e-09
170,1.6952766e-09
171,1.7195262e-09
172,1.8474482e-09
173,2.0269275e-09
174,2.2421673e-09
175,2.5798728e-09
176,3.079148e-09
177,3.3252854e-09
178,3.5778012e-09
179,3.8913646e-09
180,4.1215924e-09
181,4.2687818e-09
182,4.303577e-09
183,4.421705e-09
184,4.686934e-09
185,5.2281317e-09
186,6.0055383e-09
187,6.859744e-09
188,7.824282e-09
189,8.37105e-09
190,8.657301e-09
191,9.050898e-09
192,9.1133305e-09
193,9.065507e-09
194,8.854133e-09
195,8.690249e-09
196,9.14556e-09
197,1.1071689e-08
198,1.39465115e-08
199,1.7408425e-08
200,2.0256229e-08
201,2.2736922e-08
202,2.4012826e-08
203,2.4323432e-08
204,2.5041391e-08
205,2.607312e-08
206,2.6531998e-08
207,2.7833256e-08
208,3.064672e-08
209,3.6123588e-08
210,4.266763e-08
211,4.8758114e-08
212,5.291695e-08
213,5.469488e-08
214,5.565323e-08
215,5.6180436e-08
216,5.5624923e-08
217,5.4422863e-08
218,5.4467527e-08
219,5.2506955e-08
220,5.844887e-08
221,7.023358e-08
222,8.574939e-08
223,9.892953e-08
224,1.1239011e-07
225,1.2453663e-07
226,1.3025196e-07
227,1.358305e-07
228,1.4489333e-07
229,1.4818298e-07
230,1.4837067e-07
231,1.5833088e-07
232,1.8153708e-07
233,2.226279e-07
234,2.5990533e-07
235,3.0196344e-07
236,3.2744006e-07
237,3.3431846e-07
238,3.4098395e-07
239,3.5187585e-07
240,3.390193e-07
241,3.1556758e-07
242,3.2682993e-07
243,3.4728274e-07
244,4.044668e-07
245,4.924449e-07
246,5.840787e-07
247,6.605759e-07
248,7.309664e-07
249,7.8818795e-07
250,8.23277e-07
251,8.745472e-07
252,9.4803306e-07
253,9.748849e-07
254,1.0051566e-06
255,1.1059881e-06
256,1.3216833e-06
257,1.5931512e-06
258,1.7453401e-06
259,1.8288644e-06
260,1.8816648e-06
261,1.8106308e-06
262,1.8131598e-06
263,1.990089e-06
264,2.0209268e-06
265,1.954528e-06
266,2.1521537e-06
267,2.392651e-06
268,2.8233023e-06
269,3.4693883e-06
270,4.213493e-06
271,4.908164e-06
272,5.313008e-06
273,5.730018e-06
274,6.127505e-06
275,6.873209e-06
276,7.9028005e-06
277,8.556375e-06
278,9.321175e-06
279,1.07996475e-05
280,1.2781963e-05
281,1.4830641e-05
282,1.6358646e-05
283,1.7485985e-05
284,1.8085642e-05
285,1.8329883e-05
286,1.9153356e-05
287,2.0392508e-05
288,2.0871734e-05
289,2.2859718e-05
290,2.480116e-05
291,2.8400114e-05
292,3.4818284e-05
293,4.2350646e-05
294,5.0414266e-05
295,5.989051e-05
296,6.9477435e-05
297,8.179168e-05
298,9.3206596e-05
299,0.00010503861
300,0.00011708987
301,0.0001296318
302,0.00014136496
303,0.00016383517
304,0.00018983282
305,0.00022026245
306,0.000252706
307,0.0002679472
308,0.00027259384
309,0.00026433443
310,0.00025687492
311,0.00028771572
312,0.00030912453
313,0.00035170797
314,0.00039043068
315,0.00041305242
316,0.00045795777
317,0.00057318714
318,0.00067221484
319,0.0007578101
320,0.0007663489
321,0.0007251787
322,0.0007178863
323,0.00083126937
324,0.0010002449
325,0.001389135
326,0.0017134143
327,0.0019823338
328,0.0017868101
329,0.0022256288
330,0.002229827
331,0.0026494474
332,0.0029837838
333,0.005388475
334,0.0055690873
335,0.017066043
