attr,baseline_rmse,rmse_zero,delta
Leading_Current_Reactive_Power_kVarh,8.713933564407123,8.979592929551181,0.2656593651440584
Lagging_Current_Reactive.Power_kVarh,8.713933564407123,9.766964749151457,1.0530311847443343
