attr,val
Usage_kWh,0.05014486744615183
WeekStatus,0.046434728091946244
Load_Type,0.04497565563142814
Lagging_Current_Power_Factor,0.031246620529976267
Leading_Current_Reactive_Power_kVarh,0.028319649552647132
Leading_Current_Power_Factor,0.024613791227144625
NSM,0.020477618341049664
Lagging_Current_Reactive.Power_kVarh,0.01949251133258617
Day_of_week,0.015900712125972098
CO2(tCO2),0.013509183155189255
