attr,val
Usage_kWh,0.04291641942910747
Load_Type,0.03777504084192734
Leading_Current_Power_Factor,0.035627804729183206
NSM,0.028088427069023706
Lagging_Current_Power_Factor,0.02151400549029911
Lagging_Current_Reactive.Power_kVarh,0.019593345307147386
CO2(tCO2),0.013195350111406809
WeekStatus,0.01096548161798928
Leading_Current_Reactive_Power_kVarh,0.009582759076050764
Day_of_week,0.008216361701515443
