attr,value
Usage_kWh,0.05340033970042849
Lagging_Current_Power_Factor,0.05271369913303189
hour_sin,0.04947077046995614
Lagging_Current_Reactive.Power_kVarh,0.03827331039413567
Leading_Current_Power_Factor,0.03685494980265696
Day_of_week,0.02357305595030383
hour_cos,0.018899907335277508
WeekStatus,0.017885761349958996
Load_Type,0.011246320391694707
