attr,value
Usage_kWh,0.14271641476501137
WeekStatus,0.03571042218158338
Leading_Current_Power_Factor,0.033753665287739175
Lagging_Current_Power_Factor,0.028991344245232444
NSM,0.028843496812373238
Leading_Current_Reactive_Power_kVarh,0.027112151533568964
Day_of_week,0.024472909677644927
Lagging_Current_Reactive.Power_kVarh,0.02210998294135519
CO2(tCO2),0.005390029593462062
Load_Type,0.0016106784937926237
