attr,value
Usage_kWh,0.2763614514253494
hour_cos,0.2649941711087289
Lagging_Current_Power_Factor,0.2177791908709239
hour_sin,0.21368177030998398
Lagging_Current_Reactive.Power_kVarh,0.21313683226252653
Leading_Current_Power_Factor,0.21100627052196624
WeekStatus,0.20623107988155373
Load_Type,0.1800182673486046
Day_of_week,0.17400268428485435
