step,mean_abs_attr
0,0.0032394927
1,0.0018342271
2,0.0017378384
3,0.0017411107
4,0.0015686487
5,0.0010409874
6,0.00074026507
7,0.0006569677
8,0.00058320945
9,0.00040862328
10,0.00028351642
11,0.00023695131
12,0.00021114778
13,0.00017743296
14,0.00015305249
15,0.00013754521
16,0.00011878992
17,9.8820914e-05
18,8.583444e-05
19,7.409564e-05
20,6.9075795e-05
21,6.5551445e-05
22,6.054034e-05
23,5.4563297e-05
24,4.5114117e-05
25,3.45073e-05
26,2.6618389e-05
27,2.4178076e-05
28,2.3048862e-05
29,1.8701774e-05
30,1.6219547e-05
31,1.5658263e-05
32,1.4912216e-05
33,1.3484542e-05
34,1.1784157e-05
35,1.0652455e-05
36,1.0191589e-05
37,9.917623e-06
38,9.149269e-06
39,8.46279e-06
40,7.439031e-06
41,5.995325e-06
42,4.909542e-06
43,4.0901805e-06
44,3.5621094e-06
45,3.1450788e-06
46,2.7779847e-06
47,2.42519e-06
48,1.8981818e-06
49,1.519614e-06
50,1.310674e-06
51,1.1297478e-06
52,9.2231386e-07
53,7.4205593e-07
54,6.998998e-07
55,6.7563263e-07
56,6.075052e-07
57,5.4426204e-07
58,5.1375656e-07
59,4.731835e-07
60,4.422946e-07
61,4.0718956e-07
62,3.6405277e-07
63,3.2216627e-07
64,2.7433111e-07
65,2.2908694e-07
66,1.9635725e-07
67,1.68985e-07
68,1.5177207e-07
69,1.384398e-07
70,1.1953722e-07
71,9.196377e-08
72,6.787346e-08
73,5.5163024e-08
74,4.4976364e-08
75,4.243513e-08
76,3.946523e-08
77,3.6440312e-08
78,3.3969076e-08
79,3.2095283e-08
80,2.874541e-08
81,2.5175694e-08
82,2.2500421e-08
83,2.0744563e-08
84,1.9636396e-08
85,1.8686768e-08
86,1.8144254e-08
87,1.7355113e-08
88,1.548582e-08
89,1.3351668e-08
90,1.1410167e-08
91,9.802784e-09
92,8.772153e-09
93,8.428227e-09
94,8.050005e-09
95,7.3860322e-09
96,6.4378987e-09
97,5.506311e-09
98,4.3906674e-09
99,3.5551047e-09
100,3.356939e-09
101,3.1095553e-09
102,2.8180598e-09
103,2.677293e-09
104,2.3873763e-09
105,2.1378916e-09
106,1.9194295e-09
107,1.7953401e-09
108,1.7479461e-09
109,1.7416044e-09
110,1.7184829e-09
111,1.6532494e-09
112,1.496946e-09
113,1.2919318e-09
114,1.1109547e-09
115,9.689953e-10
116,8.822276e-10
117,8.600803e-10
118,8.385251e-10
119,7.6570295e-10
120,6.391859e-10
121,5.2832005e-10
122,4.2811835e-10
123,3.781384e-10
124,3.8716022e-10
125,3.5685255e-10
126,3.3981093e-10
127,3.3959774e-10
128,3.0664982e-10
129,2.8424565e-10
130,2.5976618e-10
131,2.3722393e-10
132,2.2735444e-10
133,2.2330897e-10
134,2.216641e-10
135,2.2020134e-10
136,2.0832817e-10
137,1.8859614e-10
138,1.6551527e-10
139,1.4440041e-10
140,1.274343e-10
141,1.1652782e-10
142,1.1052544e-10
143,1.0319756e-10
144,9.188123e-11
145,8.1312186e-11
146,6.780303e-11
147,5.4433447e-11
148,4.9443432e-11
149,4.2215998e-11
150,4.061071e-11
151,4.081679e-11
152,3.7496933e-11
153,3.30302e-11
154,2.8940114e-11
155,2.5855859e-11
156,2.4933685e-11
157,2.4965566e-11
158,2.5748636e-11
159,2.6110633e-11
160,2.4888392e-11
161,2.2596794e-11
162,1.959698e-11
163,1.7012154e-11
164,1.497135e-11
165,1.3746752e-11
166,1.3048422e-11
167,1.24779215e-11
168,1.128961e-11
169,9.81246e-12
170,7.61109e-12
171,5.9316046e-12
172,5.0944257e-12
173,4.2798954e-12
174,3.7760363e-12
175,3.611706e-12
176,3.2511535e-12
177,2.9616576e-12
178,2.6164006e-12
179,2.309571e-12
180,2.1866432e-12
181,2.1288986e-12
182,2.1789458e-12
183,2.1870405e-12
184,2.0409466e-12
185,1.7531313e-12
186,1.4606808e-12
187,1.2724266e-12
188,1.1870013e-12
189,1.1829212e-12
190,1.1545591e-12
191,1.0297837e-12
192,8.2366405e-13
193,6.125988e-13
194,4.3239978e-13
195,3.978599e-13
196,4.0011757e-13
197,3.1023345e-13
198,2.5259902e-13
199,2.4545153e-13
200,2.3284245e-13
201,2.1690595e-13
202,1.9334911e-13
203,1.6905187e-13
204,1.5773389e-13
205,1.5430173e-13
206,1.5042622e-13
207,1.4754554e-13
208,1.3837025e-13
209,1.1539643e-13
210,9.1776284e-14
211,7.48421e-14
212,6.5606984e-14
213,5.989123e-14
214,5.592314e-14
215,4.7110834e-14
216,3.399679e-14
217,2.3149256e-14
218,1.7738786e-14
219,1.5419818e-14
220,1.3733074e-14
221,1.1587522e-14
222,1.0322277e-14
223,9.147088e-15
224,8.503408e-15
225,8.8129e-15
226,8.537839e-15
227,7.955189e-15
228,7.277603e-15
229,6.447608e-15
230,5.6930135e-15
231,5.26124e-15
232,4.819349e-15
233,4.2163953e-15
234,3.710113e-15
235,3.4109214e-15
236,3.2660195e-15
237,3.2135153e-15
238,3.1841449e-15
239,3.0442572e-15
240,3.059683e-15
241,3.3321971e-15
242,3.8957552e-15
243,4.620759e-15
244,5.3712413e-15
245,6.223395e-15
246,7.140451e-15
247,7.9356035e-15
248,8.584545e-15
249,9.2834125e-15
250,9.8002855e-15
251,1.0159801e-14
252,1.0308125e-14
253,1.03693655e-14
254,1.0350956e-14
255,1.0659126e-14
256,1.1184923e-14
257,1.1399509e-14
258,1.1023601e-14
259,1.14690785e-14
260,1.2197419e-14
261,1.2551215e-14
262,1.307942e-14
263,1.3850901e-14
264,1.4252015e-14
265,1.5865527e-14
266,1.7833201e-14
267,1.9182676e-14
268,2.0759795e-14
269,2.3364845e-14
270,2.4995893e-14
271,2.6482145e-14
272,2.7636412e-14
273,2.847706e-14
274,2.8517736e-14
275,2.9135792e-14
276,2.8113366e-14
277,2.7524925e-14
278,2.6400152e-14
279,2.591727e-14
280,2.5262073e-14
281,2.4032073e-14
282,2.270903e-14
283,2.3076422e-14
284,2.3246789e-14
285,2.3310943e-14
286,2.4423209e-14
287,2.5643634e-14
288,2.7175134e-14
289,3.1299704e-14
290,3.5308887e-14
291,3.8759272e-14
292,4.3516538e-14
293,4.9244307e-14
294,5.3906793e-14
295,5.7360244e-14
296,6.016158e-14
297,6.1744616e-14
298,6.2947396e-14
299,6.3810156e-14
300,6.216103e-14
301,6.031743e-14
302,5.739534e-14
303,5.5118958e-14
304,5.3511855e-14
305,5.0425826e-14
306,4.6242307e-14
307,4.5231766e-14
308,4.3666144e-14
309,4.257594e-14
310,4.3275886e-14
311,4.4979144e-14
312,4.658036e-14
313,5.4268066e-14
314,6.1201146e-14
315,7.0280146e-14
316,8.157907e-14
317,9.297702e-14
318,1.01629954e-13
319,1.1194882e-13
320,1.1671632e-13
321,1.2010339e-13
322,1.2366944e-13
323,1.2558411e-13
324,1.2218511e-13
325,1.2407702e-13
326,1.1780216e-13
327,1.1458483e-13
328,1.1592195e-13
329,1.1527888e-13
330,1.08547435e-13
331,1.0975079e-13
332,1.1054789e-13
333,1.107726e-13
334,1.1780296e-13
335,1.229131e-13
336,1.2489589e-13
337,1.4276753e-13
338,1.6718307e-13
339,1.9180672e-13
340,2.1662533e-13
341,2.509331e-13
342,2.7604197e-13
343,2.8968088e-13
344,3.202022e-13
345,3.4090065e-13
346,3.2868548e-13
347,3.4792313e-13
348,3.4554182e-13
349,3.3365745e-13
350,3.3436182e-13
351,3.4195222e-13
352,3.1884375e-13
353,3.2139563e-13
354,3.1693403e-13
355,3.2932804e-13
356,3.2880033e-13
357,3.472169e-13
358,3.7758135e-13
359,3.8986666e-13
360,4.2151612e-13
361,4.8662626e-13
362,5.46282e-13
363,6.278219e-13
364,7.3127946e-13
365,8.3140656e-13
366,9.12545e-13
367,9.551141e-13
368,1.0374307e-12
369,1.081782e-12
370,1.0843943e-12
371,1.159914e-12
372,1.1891787e-12
373,1.1863546e-12
374,1.2329155e-12
375,1.2626486e-12
376,1.2471994e-12
377,1.3633739e-12
378,1.4217478e-12
379,1.6541976e-12
380,1.958584e-12
381,2.1658625e-12
382,2.4843816e-12
383,2.9621583e-12
384,3.4394265e-12
385,4.2676323e-12
386,5.1850403e-12
387,5.9526676e-12
388,6.7377362e-12
389,7.5415325e-12
390,8.119712e-12
391,8.842808e-12
392,9.456635e-12
393,1.01483474e-11
394,1.0897753e-11
395,1.1597906e-11
396,1.1962829e-11
397,1.2666678e-11
398,1.3395661e-11
399,1.41604575e-11
400,1.4790733e-11
401,1.5365775e-11
402,1.6176135e-11
403,1.7815823e-11
404,1.9650077e-11
405,2.1448905e-11
406,2.3484445e-11
407,2.6725159e-11
408,3.18568e-11
409,3.827471e-11
410,4.5648724e-11
411,5.613913e-11
412,6.674607e-11
413,7.819119e-11
414,9.0197946e-11
415,9.918335e-11
416,1.0490011e-10
417,1.12320375e-10
418,1.1624683e-10
419,1.1977766e-10
420,1.214625e-10
421,1.2182952e-10
422,1.2077518e-10
423,1.21083e-10
424,1.2360843e-10
425,1.2826964e-10
426,1.2602688e-10
427,1.3325062e-10
428,1.44552e-10
429,1.4983222e-10
430,1.5529478e-10
431,1.7120551e-10
432,1.8818543e-10
433,2.1508148e-10
434,2.4809046e-10
435,2.7745456e-10
436,3.0801092e-10
437,3.5247164e-10
438,3.885551e-10
439,4.081751e-10
440,4.2734055e-10
441,4.401251e-10
442,4.4968557e-10
443,4.5240722e-10
444,4.419476e-10
445,4.293602e-10
446,4.1547085e-10
447,4.049936e-10
448,3.9062115e-10
449,3.7591077e-10
450,3.6281156e-10
451,3.5958708e-10
452,3.534864e-10
453,3.4071385e-10
454,3.272251e-10
455,3.2751796e-10
