step,mean_abs_attr
0,0.0009836799
1,0.0012348663
2,0.0011775594
3,0.0011703122
4,0.0014430082
5,0.0010891377
6,0.00064807024
7,0.0005892166
8,0.0006045635
9,0.00030357344
10,0.00029862582
11,0.00036067405
12,0.00027593205
13,0.0002233085
14,0.0002672022
15,0.00020839013
16,0.00014046459
17,0.00016858021
18,0.00020968115
19,0.00022188135
20,0.00021259164
21,0.00021254667
22,0.00020456112
23,0.000210524
24,0.00022357088
25,0.00021879173
26,0.00020904257
27,0.00020890648
28,0.000189733
29,0.00017744965
30,0.00016446102
31,0.00016989643
32,0.00017612419
33,0.00020273917
34,0.00022196071
35,0.0002342453
36,0.00024591337
37,0.00025311438
38,0.00026462539
39,0.00027203935
40,0.00026813295
41,0.00026285005
42,0.00025823788
43,0.00027544628
44,0.0002886842
45,0.00030418136
46,0.00032182335
47,0.00034459814
48,0.0003649834
49,0.00037705316
50,0.00038589563
51,0.0003848159
52,0.0003715717
53,0.00036896105
54,0.00037460716
55,0.0003838278
56,0.00039009616
57,0.00041534
58,0.0005084092
59,0.0006784122
60,0.00079062313
61,0.0007885906
62,0.0008201349
63,0.000908528
64,0.0009585243
65,0.0010068617
66,0.0014021527
67,0.0018634734
68,0.0015182563
69,0.001990707
70,0.0029589694
71,0.002995392
72,0.004698527
73,0.016832521
