attr,value
Leading_Current_Power_Factor,0.07500716674572985
hour_sin,0.06535184898515406
Usage_kWh,0.05259626422106446
hour_cos,0.040585102416349175
Lagging_Current_Power_Factor,0.04027504738240708
Day_of_week,0.03198434735044748
Lagging_Current_Reactive.Power_kVarh,0.02739760115492541
Load_Type,0.022051757821014976
WeekStatus,0.006036111701806717
