attr,value
Load_Type,0.5573508334679073
WeekStatus,0.5058496421078085
Leading_Current_Power_Factor,0.4933148415276619
Day_of_week,0.4914061541615416
Usage_kWh,0.48949182240374844
hour_cos,0.4892280792828247
hour_sin,0.484492696528758
Lagging_Current_Power_Factor,0.4787544589748838
Lagging_Current_Reactive.Power_kVarh,0.4760546215566732
