attr,val
Leading_Current_Power_Factor,0.1416262977035547
Lagging_Current_Reactive.Power_kVarh,0.13883326705329457
Usage_kWh,0.12294076468340798
Leading_Current_Reactive_Power_kVarh,0.08425962022886828
Load_Type,0.07610280020039291
CO2(tCO2),0.049773705842764526
Day_of_week,0.049405867531851465
Lagging_Current_Power_Factor,0.04670676276457003
NSM,0.02498261503449853
WeekStatus,0.020481709034397073
