attr,val
Usage_kWh,0.0536385748501236
NSM,0.03779146955845951
Load_Type,0.03764251818142756
WeekStatus,0.027808523717347718
Lagging_Current_Power_Factor,0.025843080932324142
CO2(tCO2),0.022310223247673698
Leading_Current_Reactive_Power_kVarh,0.022003577990030096
Lagging_Current_Reactive.Power_kVarh,0.011498870705399912
Leading_Current_Power_Factor,0.011086332715851355
Day_of_week,0.004194082649372091
