attr,value
Usage_kWh,0.1367903155659632
Lagging_Current_Power_Factor,0.048595384660471586
WeekStatus,0.04513026562098072
Day_of_week,0.03415592700357005
Lagging_Current_Reactive.Power_kVarh,0.032632422715045434
Leading_Current_Power_Factor,0.030102527461526606
hour_sin,0.025589808336720254
hour_cos,0.02471670866815957
Load_Type,0.001496323925430947
