attr,value
Load_Type,0.6308112134123693
Usage_kWh,0.6082532203604222
WeekStatus,0.5995111622266065
Leading_Current_Power_Factor,0.5852803661516031
hour_sin,0.5843602113184905
Day_of_week,0.5826348958826956
Lagging_Current_Reactive.Power_kVarh,0.5581111604078195
Lagging_Current_Power_Factor,0.5573600806645966
hour_cos,0.5567692141927374
