attr,value
Lagging_Current_Power_Factor,0.040350071998999
Lagging_Current_Reactive.Power_kVarh,0.030890706585740044
Day_of_week,0.02916888881379908
Leading_Current_Power_Factor,0.028773954173706453
Usage_kWh,0.025103342724508697
Leading_Current_Reactive_Power_kVarh,0.017610139600046336
Load_Type,0.013402315615582368
NSM,0.012032149868148498
CO2(tCO2),0.004017316317645084
WeekStatus,0.0003661889831225086
