attr,value
Leading_Current_Power_Factor,2181595718868.4924
Usage_kWh,1090797859434.2689
NSM,1090797859434.2509
Load_Type,0.04101538490165137
Leading_Current_Reactive_Power_kVarh,0.03517492770061496
Day_of_week,0.02180497755383736
CO2(tCO2),0.02120062118261223
Lagging_Current_Reactive.Power_kVarh,0.020851743287119584
Lagging_Current_Power_Factor,0.0201786326089149
WeekStatus,0.004447643753297491
