attr,val
Usage_kWh,0.16791593463938648
Lagging_Current_Reactive.Power_kVarh,0.030815850913433272
WeekStatus,0.027917108349269783
Load_Type,0.02224505183468241
NSM,0.016449112991327577
Lagging_Current_Power_Factor,0.014909357154049608
Leading_Current_Reactive_Power_kVarh,0.011191507902905342
CO2(tCO2),0.010710059888133932
Leading_Current_Power_Factor,0.008724327822674434
Day_of_week,0.004272998658658824
