attr,value
Day_of_week,0.7345632369219735
WeekStatus,0.7174338383272747
Load_Type,0.7119816643749939
hour_cos,0.7018233050114703
Usage_kWh,0.6958480799866656
Leading_Current_Power_Factor,0.6905644748844229
Lagging_Current_Power_Factor,0.6893836219790256
hour_sin,0.6668120628742653
Lagging_Current_Reactive.Power_kVarh,0.6239939714258537
