attr,value
Day_of_week,0.05687469506456534
Usage_kWh,0.04352961820471152
Leading_Current_Reactive_Power_kVarh,0.0421805761504318
Load_Type,0.03997103616875216
Lagging_Current_Power_Factor,0.029843793249425536
Lagging_Current_Reactive.Power_kVarh,0.026804403639600276
NSM,0.019998183792436182
CO2(tCO2),0.012343025731535392
Leading_Current_Power_Factor,0.011301615314479489
WeekStatus,0.0043312545727083865
