attr,value
Usage_kWh,0.05675729042374163
WeekStatus,0.02741847901422203
NSM,0.027221464071669803
Load_Type,0.02658892684007316
Leading_Current_Reactive_Power_kVarh,0.019964469668008047
CO2(tCO2),0.019609010137573463
Lagging_Current_Power_Factor,0.016899079005355453
Day_of_week,0.012183672497825317
Leading_Current_Power_Factor,0.009718522217713401
Lagging_Current_Reactive.Power_kVarh,0.009560062417991072
