attr,value
Leading_Current_Power_Factor,0.039118911745545555
Day_of_week,0.030755941749688976
Usage_kWh,0.03061499504118234
Leading_Current_Reactive_Power_kVarh,0.02706221518846563
Lagging_Current_Reactive.Power_kVarh,0.02333866931326331
Load_Type,0.018057462628759315
CO2(tCO2),0.014497194645279064
Lagging_Current_Power_Factor,0.010233509090218538
NSM,0.00863839465664759
WeekStatus,0.004852743698834006
