attr,value
Usage_kWh,0.0407316274594844
Load_Type,0.026714674966709102
Leading_Current_Reactive_Power_kVarh,0.02482128585613979
Leading_Current_Power_Factor,0.024737314323119493
NSM,0.020938404922723287
Lagging_Current_Power_Factor,0.020562555950205025
Lagging_Current_Reactive.Power_kVarh,0.01833760435744598
WeekStatus,0.016880653279721453
CO2(tCO2),0.015906306017534275
Day_of_week,0.006691063125086154
