attr,val
Leading_Current_Power_Factor,0.0717980405739242
Day_of_week,0.06363489101448021
Leading_Current_Reactive_Power_kVarh,0.06132123849014587
Load_Type,0.050708879122056245
Lagging_Current_Power_Factor,0.04523114394106806
NSM,0.040364633361646175
Usage_kWh,0.04029124148996528
CO2(tCO2),0.03167311416655167
Lagging_Current_Reactive.Power_kVarh,0.02782057216396975
WeekStatus,0.012891795879921149
