attr,val
Usage_kWh,0.16431759655018274
Leading_Current_Power_Factor,0.023522601242248937
WeekStatus,0.022061562231078094
Lagging_Current_Power_Factor,0.018381030947762438
NSM,0.017772090505132992
Day_of_week,0.016159170783748233
Leading_Current_Reactive_Power_kVarh,0.015268635717669881
CO2(tCO2),0.015135365395988955
Lagging_Current_Reactive.Power_kVarh,0.010623109422746494
Load_Type,0.009877551515001809
