attr,val
NSM,0.053540261725833004
Day_of_week,0.05042931655424112
Leading_Current_Power_Factor,0.042757310881157085
Leading_Current_Reactive_Power_kVarh,0.03751244903976718
WeekStatus,0.037132398869706824
Lagging_Current_Reactive.Power_kVarh,0.035954998971085346
Usage_kWh,0.03574556771417459
CO2(tCO2),0.027366936791274277
Lagging_Current_Power_Factor,0.02490639929650258
Load_Type,0.0003543267200390543
