attr,val
Usage_kWh,0.16179148704233207
WeekStatus,0.01414901130324942
Lagging_Current_Reactive.Power_kVarh,0.012078245443211146
Lagging_Current_Power_Factor,0.010783521263414225
CO2(tCO2),0.010559063246228389
NSM,0.006328750136506227
Leading_Current_Power_Factor,0.006258245210102548
Load_Type,0.0034270134622237988
Leading_Current_Reactive_Power_kVarh,0.0030936817669969872
Day_of_week,0.002830607033930635
